UID,Order No,category,marginType,margin,leverage,openPrice,closePrice,direction,stopLossPrice,takeProfitPrice,closeType,orderType,openTime(UTC+8),closeTime(UTC+8),fundingFee,fees,Realized PNL
25657330,1.51098E+18,GER30-USDT,USDT,4,15,23507.9,"23,582.00",short,23582,23198,Take profit/ Stop loss,Autonomous Orders,26/11/2025 03:42,26/11/2025 08:15,-0.006,0.027,-0.18919327
25657330,1.51092E+18,NCFXEUR2USD-USDT,USDT,4,20,1.158,1.16,short,1.15791,1.1512,Take profit/ Stop loss,Autonomous Orders,25/11/2025 23:35,26/11/2025 09:35,0.01880784,0.036,0.00621901
25657330,1.51108E+18,XAU-USDT,USDT,4,50,4162.77,"4,150.67",short,4175.66,4150.67,Take profit/ Stop loss,Autonomous Orders,26/11/2025 10:26,26/11/2025 14:36,0,0.09,0.58136378
25657330,1.51087E+18,GER30-USDT,USDT,4,15,23443.9,"23,306.50",short,23515.4,23306.5,Take profit/ Stop loss,Autonomous Orders,25/11/2025 20:43,25/11/2025 22:48,0,0.027,0.3516474
25657330,1.50821E+18,GER30-USDT,USDT,4,15,23189.7,"23,258.50",long,23118.5,23258.5,Take profit/ Stop loss,Autonomous Orders,18/11/2025 12:20,18/11/2025 12:42,0,0.027,0.17817533
25657330,1.50821E+18,GER30-USDT,USDT,2,15,23189.7,"23,118.50",long,23118.5,23883.8,Take profit/ Stop loss,Autonomous Orders,18/11/2025 12:20,18/11/2025 23:04,-0.003,0.0135,-0.09200701
25657330,1.50182E+18,NCFXGBP2USD-USDT,USDT,2,30,1.31057,1.31,long,1.31068,1.32347,Take profit/ Stop loss,Autonomous Orders,31/10/2025 21:00,04/11/2025 16:06,0.10273659,0.027,0.00503543
25657330,1.50182E+18,NCFXGBP2USD-USDT,USDT,4,30,1.31057,1.31,long,1.30646,1.31432,Take profit/ Stop loss,Autonomous Orders,31/10/2025 21:00,01/11/2025 03:33,0.012,0.054,0.34345244
25657330,1.50066E+18,XAU-USDT,USDT,10,30,3908.69,"3,896.00",long,3896,4316.3,Take profit/ Stop loss,Autonomous Orders,28/10/2025 16:40,28/10/2025 17:03,0,0.135,-0.973983
25657330,1.49136E+18,NCCOOILWTI2USD-USDT,USDT,2,30,6039.8,"5,976.40",long,5976.4,6338.7,Take profit/ Stop loss,Autonomous Orders,03/10/2025 00:18,10/10/2025 21:02,0.20989637,0.027,-0.62986163
25657330,1.49293E+18,NCFXUSD2JPY-USDT,USDT,2,30,150.525,150.99,short,150.989,148.56,Take profit/ Stop loss,Autonomous Orders,07/10/2025 08:11,07/10/2025 20:23,0.00966366,0.027,-0.18435188
25657330,1.49293E+18,NCFXUSD2JPY-USDT,USDT,4,30,150.525,150.99,short,150.989,150.087,Take profit/ Stop loss,Autonomous Orders,07/10/2025 08:11,07/10/2025 20:23,0.01932732,0.054,-0.36870376
25657330,1.49136E+18,NCCOOILWTI2USD-USDT,USDT,4,30,6039.8,"6,173.40",long,5976.4,6173.4,Take profit/ Stop loss,Autonomous Orders,03/10/2025 00:18,06/10/2025 15:02,0.20372547,0.054,2.65489033
25657330,1.46271E+18,NCFXAUD2USD-USDT,USDT,2,30,0.65168,0.65,long,0.64989,0.65833,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:06,16/07/2025 21:50,0.03019244,0.027,-0.1647663
25657330,1.46271E+18,NCFXAUD2USD-USDT,USDT,4,30,0.6517,0.65,long,0.64988,0.65379,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:05,16/07/2025 21:50,0.06038491,0.054,-0.33504533
25657330,1.46489E+18,NCFXGBP2USD-USDT,USDT,2,30,1.35023,1.35,short,1.35419,1.3368,Take profit/ Stop loss,Autonomous Orders,21/07/2025 23:18,23/07/2025 15:19,-0.03691789,0.027,-0.17593753
25657330,1.46489E+18,NCFXGBP2USD-USDT,USDT,4,30,1.35032,1.36,short,1.35526,1.34703,Take profit/ Stop loss,Autonomous Orders,21/07/2025 23:17,23/07/2025 22:04,-0.09556515,0.054,-0.4388217
25657330,1.46615E+18,NCFXUSD2JPY-USDT,USDT,4,30,147.402,146.99,short,147.889,146.987,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:36,25/07/2025 13:55,0,0.054,0.33768254
25657330,1.46615E+18,NCFXUSD2JPY-USDT,USDT,2,30,147.409,147.89,short,147.889,145.944,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:36,25/07/2025 17:08,-0.006,0.027,-0.19527732
25657330,1.46615E+18,NCFXUSD2CAD-USDT,USDT,2,30,1.36519,1.37,short,1.36922,1.35209,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:57,25/07/2025 21:05,-0.00831339,0.027,-0.17677439
25657330,1.46615E+18,NCFXUSD2CAD-USDT,USDT,4,30,1.36524,1.37,short,1.37001,1.36176,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:57,25/07/2025 21:14,-0.01662678,0.054,-0.41845296
25657330,1.46821E+18,NCFXEUR2USD-USDT,USDT,4,30,1.14265,1.14,long,1.14023,1.14714,Take profit/ Stop loss,Autonomous Orders,31/07/2025 03:35,31/07/2025 04:23,0,0.054,-0.2541456
25657330,1.46821E+18,NCFXEUR2USD-USDT,USDT,4,30,1.14265,1.14,long,1.14019,1.15775,Take profit/ Stop loss,Autonomous Orders,31/07/2025 03:36,31/07/2025 04:56,0,0.054,-0.2583468
25657330,1.46822E+18,NCCOXAG2USD-USDT,USDT,2,30,3695.7,"3,677.10",long,3677.1,3740.6,Take profit/ Stop loss,Autonomous Orders,31/07/2025 03:42,31/07/2025 18:07,0.01746586,0.027,-0.30198511
25657330,1.46887E+18,GER30-USDT,USDT,4,15,23477.8,"23,390.10",long,23390.1,24378.6,Take profit/ Stop loss,Autonomous Orders,01/08/2025 22:43,02/08/2025 01:28,-0.00649755,0.027,-0.22669425
25657330,1.46891E+18,GER30-USDT,USDT,2,15,23415,"23,931.00",long,23434.8,24321.1,manual close,Autonomous Orders,02/08/2025 01:37,05/08/2025 21:57,-0.03242092,0.0135,0.66069071
25657330,1.46891E+18,GER30-USDT,USDT,4,15,23415,"24,262.70",long,23658.2,24262.7,Take profit/ Stop loss,Autonomous Orders,02/08/2025 01:37,07/08/2025 17:10,-0.1272807,0.027,2.1959654
25657330,1.45792E+18,NCCOOILWTI2USD-USDT,USDT,4,30,6549.4,"6,485.60",short,6616.6,6485.6,Take profit/ Stop loss,Autonomous Orders,02/07/2025 17:40,02/07/2025 22:30,0,0.054,1.16876992
25657330,1.45792E+18,NCCOOILWTI2USD-USDT,USDT,2,30,6549.4,"6,548.40",short,6548.4,6419.8,Take profit/ Stop loss,Autonomous Orders,02/07/2025 17:40,02/07/2025 23:29,0,0.027,0.00915929
25657330,1.45806E+18,XAU-USDT,USDT,4,30,3353.02,"3,343.30",short,3363.32,3343.3,Take profit/ Stop loss,Autonomous Orders,03/07/2025 02:57,03/07/2025 09:04,-0.01593423,0.054,0.34800463
25657330,1.45806E+18,XAU-USDT,USDT,2,30,3353.02,"3,352.78",short,3352.78,3319.02,Take profit/ Stop loss,Autonomous Orders,03/07/2025 02:57,03/07/2025 13:14,-0.00796711,0.027,0.00429621
25657330,1.45837E+18,GER30-USDT,USDT,4,15,23948.2,"23,878.80",short,23941.9,23878.8,Take profit/ Stop loss,Autonomous Orders,03/07/2025 23:42,04/07/2025 08:15,-0.01292441,0.027,0.17329732
25657330,1.46017E+18,XAU-USDT,USDT,4,30,3295.89,"3,305.34",long,3285.42,3305.34,Take profit/ Stop loss,Autonomous Orders,08/07/2025 22:43,09/07/2025 01:04,0.0170909,0.054,0.344064
25657330,1.46121E+18,XAU-USDT,USDT,4,30,3348.74,"3,359.18",short,3359.18,3338.5,Take profit/ Stop loss,Autonomous Orders,11/07/2025 19:43,11/07/2025 21:40,0,0.054,-0.3741108
25657330,1.46121E+18,XAU-USDT,USDT,2,30,3348.74,"3,359.18",short,3359.18,3315.61,Take profit/ Stop loss,Autonomous Orders,11/07/2025 19:43,11/07/2025 21:40,0,0.027,-0.1870554
25657330,1.46221E+18,GER30-USDT,USDT,4,15,24015.8,"24,085.00",long,23942.3,24085,Take profit/ Stop loss,Autonomous Orders,14/07/2025 13:54,14/07/2025 15:39,0,0.027,0.1728858
25657330,1.46222E+18,NCFXEUR2USD-USDT,USDT,4,30,1.1656,1.17,long,1.16205,1.16897,Take profit/ Stop loss,Autonomous Orders,14/07/2025 14:22,14/07/2025 17:33,-0.01807331,0.054,0.3469452
25657330,1.46222E+18,NCFXEUR2USD-USDT,USDT,2,30,1.1656,1.17,long,1.16607,1.17712,Take profit/ Stop loss,Autonomous Orders,14/07/2025 14:22,15/07/2025 00:17,-0.01800742,0.027,0.02420004
25657330,1.46269E+18,NCFXAUD2USD-USDT,USDT,4,30,0.65358,0.65,long,0.65159,0.6555,Take profit/ Stop loss,Autonomous Orders,15/07/2025 22:02,15/07/2025 23:05,0,0.054,-0.3653712
25657330,1.46269E+18,NCFXAUD2USD-USDT,USDT,2,30,0.65358,0.65,long,0.65159,0.66003,Take profit/ Stop loss,Autonomous Orders,15/07/2025 22:02,15/07/2025 23:05,0,0.027,-0.1826856
25657330,1.46221E+18,GER30-USDT,USDT,2,15,24015.8,"24,017.00",long,24017,24561.1,Take profit/ Stop loss,Autonomous Orders,14/07/2025 13:54,16/07/2025 04:04,-0.0240077,0.0135,0.00148964
25657330,1.46272E+18,XAU-USDT,USDT,4,30,3328.7,"3,338.00",long,3318.37,3338,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:32,16/07/2025 12:31,0.03320061,0.054,0.33527395
25657330,1.46272E+18,NCFXUSD2JPY-USDT,USDT,4,30,148.919,148.5,short,149.379,148.496,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:30,16/07/2025 20:30,0.06527873,0.054,0.33863827
25657330,1.46272E+18,NCFXEUR2USD-USDT,USDT,3,30,1.16044,1.16,long,1.15689,1.16381,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:33,16/07/2025 21:48,-0.02952874,0.0405,-0.27526255
25657330,1.46305E+18,NCFXEUR2USD-USDT,USDT,4,30,1.15764,1.16,long,1.15408,1.161,Take profit/ Stop loss,Autonomous Orders,16/07/2025 21:34,16/07/2025 23:03,0,0.054,0.348294
25657330,1.4627E+18,NCFXGBP2USD-USDT,USDT,4,30,1.33923,1.34,long,1.33937,1.34311,Take profit/ Stop loss,Autonomous Orders,15/07/2025 22:33,16/07/2025 23:16,0.06528811,0.054,0.34758123
25657330,1.46272E+18,XAU-USDT,USDT,2,30,3328.7,"3,361.64",long,3336.65,3361.64,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:32,16/07/2025 23:16,0.02486391,0.027,0.59360774
25657330,1.46272E+18,NCFXUSD2JPY-USDT,USDT,2,30,148.919,147.44,short,148.789,147.442,Take profit/ Stop loss,Autonomous Orders,15/07/2025 23:30,16/07/2025 23:16,0.03263936,0.027,0.59121586
25657330,1.46305E+18,NCFXEUR2USD-USDT,USDT,2,30,1.15764,1.17,long,1.15806,1.16906,Take profit/ Stop loss,Autonomous Orders,16/07/2025 21:34,16/07/2025 23:17,0,0.027,0.5918934
25657330,1.4627E+18,NCFXGBP2USD-USDT,USDT,2,30,1.33923,1.34,long,1.34476,1.35252,Take profit/ Stop loss,Autonomous Orders,15/07/2025 22:33,16/07/2025 23:18,0.03264405,0.027,0.24769652
25657330,1.46323E+18,NCFXAUD2USD-USDT,USDT,2,30,0.64936,0.65,long,0.64731,0.65575,Take profit/ Stop loss,Autonomous Orders,17/07/2025 09:34,17/07/2025 11:03,0,0.027,-0.189417
25657330,1.46323E+18,NCFXAUD2USD-USDT,USDT,4,30,0.64936,0.65,long,0.64731,0.65122,Take profit/ Stop loss,Autonomous Orders,17/07/2025 09:34,17/07/2025 11:03,0,0.054,-0.378834
25657330,1.46484E+18,XAU-USDT,USDT,2,30,3380.36,"3,390.80",short,3390.8,3347.2,Take profit/ Stop loss,Autonomous Orders,21/07/2025 20:23,21/07/2025 21:45,0,0.027,-0.1853052
25657330,1.46484E+18,XAU-USDT,USDT,4,30,3380.36,"3,390.80",short,3390.8,3370.1,Take profit/ Stop loss,Autonomous Orders,21/07/2025 20:23,21/07/2025 21:45,0,0.054,-0.3706104
25657330,1.46482E+18,NCFXGBP2USD-USDT,USDT,4,30,1.34652,1.35,short,1.35066,1.34254,Take profit/ Stop loss,Autonomous Orders,21/07/2025 19:03,21/07/2025 23:20,0,0.054,-0.3689508
25657330,1.46487E+18,NCCOOILWTI2USD-USDT,USDT,2,30,6550.8,"6,552.10",long,6552.1,6744.4,Take profit/ Stop loss,Autonomous Orders,21/07/2025 21:53,21/07/2025 23:59,0,0.027,0.0119064
25657330,1.46487E+18,NCCOOILWTI2USD-USDT,USDT,4,30,6550.8,"6,579.70",long,6551.5,6613.9,manual close,Autonomous Orders,21/07/2025 21:53,22/07/2025 00:09,0.01493627,0.054,0.5294004
25657330,1.46483E+18,NCFXUSD2JPY-USDT,USDT,2,30,147.69,147.23,long,147.229,149.15,Take profit/ Stop loss,Autonomous Orders,21/07/2025 19:09,22/07/2025 00:11,-0.01024886,0.027,-0.187284
25657330,1.46483E+18,NCFXUSD2JPY-USDT,USDT,4,30,147.69,147.23,long,147.229,148.122,Take profit/ Stop loss,Autonomous Orders,21/07/2025 19:09,22/07/2025 00:11,-0.02049772,0.054,-0.374568
25657330,1.46491E+18,NCFXUSD2JPY-USDT,USDT,4,30,147.145,147.58,long,146.684,147.577,Take profit/ Stop loss,Autonomous Orders,22/07/2025 00:25,22/07/2025 08:07,0.012,0.054,0.3535216
25657330,1.46521E+18,NCCOXAG2USD-USDT,USDT,4,30,3905.6,"3,918.90",short,3918.9,3895.2,Take profit/ Stop loss,Autonomous Orders,22/07/2025 20:43,22/07/2025 21:06,0,0.054,-0.4086432
25657330,1.46521E+18,NCCOXAG2USD-USDT,USDT,2,30,3905.6,"3,918.90",short,3918.9,3867.9,Take profit/ Stop loss,Autonomous Orders,22/07/2025 20:43,22/07/2025 21:06,0,0.027,-0.2043216
25657330,1.46491E+18,NCFXUSD2JPY-USDT,USDT,2,30,147.145,146.68,long,146.684,148.605,Take profit/ Stop loss,Autonomous Orders,22/07/2025 00:25,22/07/2025 21:42,0,0.027,-0.18852016
25657330,1.46523E+18,XAU-USDT,USDT,4,30,3418.66,"3,408.60",short,3429.39,3408.6,Take profit/ Stop loss,Autonomous Orders,22/07/2025 21:46,22/07/2025 22:00,0,0.054,0.3531204
25657330,1.46523E+18,GER30-USDT,USDT,4,15,23947.2,"24,016.50",long,23873.8,24016.5,Take profit/ Stop loss,Autonomous Orders,22/07/2025 21:54,22/07/2025 22:15,0,0.027,0.1736316
25657330,1.46523E+18,XAU-USDT,USDT,2,30,3418.66,"3,429.39",short,3429.39,3384.66,Take profit/ Stop loss,Autonomous Orders,22/07/2025 21:46,22/07/2025 23:04,0,0.027,-0.188319
25657330,1.46526E+18,NCFXUSD2JPY-USDT,USDT,4,30,146.342,146.77,long,146.347,146.768,Take profit/ Stop loss,Autonomous Orders,23/07/2025 00:08,23/07/2025 05:06,0,0.054,0.35185676
25657330,1.46526E+18,NCFXUSD2JPY-USDT,USDT,2,30,146.342,146.35,long,146.354,147.797,Take profit/ Stop loss,Autonomous Orders,23/07/2025 00:08,23/07/2025 07:14,0,0.027,0.00494252
25657330,1.46523E+18,GER30-USDT,USDT,2,15,23947.2,"24,251.90",long,24062.9,24251.9,Take profit/ Stop loss,Autonomous Orders,22/07/2025 21:54,23/07/2025 10:00,-0.00006159,0.0135,0.38305318
25657330,1.46526E+18,NCFXEUR2USD-USDT,USDT,4,30,1.17389,1.17,short,1.17384,1.17056,Take profit/ Stop loss,Autonomous Orders,22/07/2025 23:36,23/07/2025 11:06,0.03319979,0.054,0.00510977
25657330,1.46526E+18,NCFXEUR2USD-USDT,USDT,2,30,1.17389,1.17,short,1.17389,1.16226,Take profit/ Stop loss,Autonomous Orders,22/07/2025 23:36,23/07/2025 11:16,0.01659989,0.027,0
25657330,1.46537E+18,NCCOXAG2USD-USDT,USDT,4,30,3930.7,"3,927.40",short,3927.4,3892.5,Take profit/ Stop loss,Autonomous Orders,23/07/2025 07:12,23/07/2025 11:20,-0.01818519,0.054,0.1007448
25657330,1.46537E+18,NCCOXAG2USD-USDT,USDT,2,30,3930.7,"3,927.20",short,3927.2,3814.3,Take profit/ Stop loss,Autonomous Orders,23/07/2025 07:12,23/07/2025 11:20,-0.00909259,0.027,0.0534252
25657330,1.46525E+18,NCFXNZD2USD-USDT,USDT,2,25,0.59943,0.6,short,0.60136,0.59353,Take profit/ Stop loss,Autonomous Orders,22/07/2025 23:22,23/07/2025 11:30,-0.01,0.0225,-0.16095379
25657330,1.46525E+18,NCFXNZD2USD-USDT,USDT,4,25,0.59943,0.6,short,0.60136,0.59773,Take profit/ Stop loss,Autonomous Orders,22/07/2025 23:22,23/07/2025 11:30,-0.02,0.045,-0.32190758
25657330,1.46526E+18,NCFXEUR2USD-USDT,USDT,4,30,1.17507,1.17,short,1.17494,1.17175,Take profit/ Stop loss,Autonomous Orders,23/07/2025 00:07,23/07/2025 15:16,0.01767056,0.054,0.0132736
25657330,1.46526E+18,NCFXEUR2USD-USDT,USDT,2,30,1.17507,1.17,short,1.17496,1.16342,Take profit/ Stop loss,Autonomous Orders,23/07/2025 00:07,23/07/2025 15:16,0.00883528,0.027,0.00561575
25657330,1.46544E+18,NCFXAUD2USD-USDT,USDT,2,30,0.65672,0.66,short,0.65874,0.6502,Take profit/ Stop loss,Autonomous Orders,23/07/2025 11:30,23/07/2025 18:08,-0.006,0.027,-0.18456261
25657330,1.46544E+18,NCFXAUD2USD-USDT,USDT,4,30,0.65672,0.66,short,0.65874,0.65482,Take profit/ Stop loss,Autonomous Orders,23/07/2025 11:30,23/07/2025 18:08,-0.012,0.054,-0.36912522
25657330,1.46537E+18,NCFXUSD2CAD-USDT,USDT,4,30,1.36007,1.36,long,1.36117,1.36392,manual close,Autonomous Orders,23/07/2025 07:14,23/07/2025 23:39,0.03290041,0.054,0.16525752
25657330,1.46542E+18,NCFXUSD2CAD-USDT,USDT,2,30,1.3603,1.36,long,1.36088,1.37349,Take profit/ Stop loss,Autonomous Orders,23/07/2025 10:30,23/07/2025 23:56,0.00817906,0.027,0.02562361
25657330,1.46588E+18,XAU-USDT,USDT,4,30,3365.67,"3,355.10",long,3355.1,3375.38,Take profit/ Stop loss,Autonomous Orders,24/07/2025 17:17,24/07/2025 20:49,0,0.054,-0.37682884
25657330,1.46588E+18,XAU-USDT,USDT,2,30,3365.67,"3,355.17",long,3355.17,3414.44,Take profit/ Stop loss,Autonomous Orders,24/07/2025 17:17,24/07/2025 20:49,0,0.027,-0.18716653
25657330,1.46576E+18,NCFXAUD2USD-USDT,USDT,4,30,0.66084,0.66,short,0.6629,0.65898,Take profit/ Stop loss,Autonomous Orders,24/07/2025 09:04,25/07/2025 04:33,0.03415674,0.054,0.33780107
25657330,1.46576E+18,NCFXAUD2USD-USDT,USDT,2,30,0.66084,0.66,short,0.65877,0.65436,Take profit/ Stop loss,Autonomous Orders,24/07/2025 09:04,25/07/2025 09:37,0.02307836,0.027,0.18799216
25657330,1.4662E+18,NCFXGBP2USD-USDT,USDT,2,30,1.34856,1.34,long,1.34441,1.36191,Take profit/ Stop loss,Autonomous Orders,25/07/2025 14:11,25/07/2025 19:22,0.00834618,0.027,-0.18464286
25657330,1.4662E+18,NCFXGBP2USD-USDT,USDT,4,30,1.34856,1.34,long,1.34441,1.35236,Take profit/ Stop loss,Autonomous Orders,25/07/2025 14:11,25/07/2025 19:22,0.01669236,0.054,-0.36928572
25657330,1.46615E+18,NCFXNZD2USD-USDT,USDT,2,25,0.60228,0.6,long,0.60032,0.60798,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:49,25/07/2025 20:42,-0.005,0.0225,-0.16276035
25657330,1.46615E+18,NCFXNZD2USD-USDT,USDT,4,25,0.60228,0.6,long,0.60032,0.60385,Take profit/ Stop loss,Autonomous Orders,25/07/2025 10:49,25/07/2025 20:42,-0.01,0.045,-0.32552071
25657330,1.46623E+18,XAU-USDT,USDT,2,30,3347.85,"3,337.32",long,3337.32,3397.41,Take profit/ Stop loss,Autonomous Orders,25/07/2025 16:28,25/07/2025 20:42,0,0.027,-0.1887199
25657330,1.46623E+18,XAU-USDT,USDT,4,30,3347.85,"3,337.26",long,3337.26,3357.11,Take profit/ Stop loss,Autonomous Orders,25/07/2025 16:28,25/07/2025 20:43,0,0.054,-0.37959022
25657330,1.46613E+18,NCFXEUR2USD-USDT,USDT,2,30,1.17408,1.17,long,1.17053,1.18551,Take profit/ Stop loss,Autonomous Orders,25/07/2025 09:41,25/07/2025 21:05,-0.00779839,0.027,-0.18146897
25657330,1.46613E+18,NCFXEUR2USD-USDT,USDT,4,30,1.17408,1.17,long,1.17053,1.17744,Take profit/ Stop loss,Autonomous Orders,25/07/2025 09:41,25/07/2025 21:05,-0.01559679,0.054,-0.36293794
25657330,1.46634E+18,NCCOXAG2USD-USDT,USDT,4,30,3825.8,"3,804.50",long,3804.5,3862.4,Take profit/ Stop loss,Autonomous Orders,25/07/2025 23:20,25/07/2025 23:41,0,0.054,-0.6680952
25657330,1.46634E+18,NCCOXAG2USD-USDT,USDT,2,30,3825.8,"3,804.50",long,3804.5,3938.7,Take profit/ Stop loss,Autonomous Orders,25/07/2025 23:20,25/07/2025 23:41,0,0.027,-0.3340476
25657330,1.4674E+18,XAU-USDT,USDT,4,30,3317.38,"3,307.00",long,3307,3326.6,Take profit/ Stop loss,Autonomous Orders,28/07/2025 21:48,28/07/2025 21:54,0,0.054,-0.3754764
25657330,1.4674E+18,XAU-USDT,USDT,2,30,3317.38,"3,306.90",long,3306.9,3366.1,Take profit/ Stop loss,Autonomous Orders,28/07/2025 21:48,28/07/2025 21:54,0,0.027,-0.1895466
25657330,1.46761E+18,NCFXEUR2USD-USDT,USDT,4,30,1.15841,1.15,long,1.15484,1.16175,Take profit/ Stop loss,Autonomous Orders,29/07/2025 11:36,29/07/2025 14:55,0,0.054,-0.36986734
25657330,1.46761E+18,NCFXEUR2USD-USDT,USDT,2,30,1.15841,1.15,long,1.15485,1.17241,Take profit/ Stop loss,Autonomous Orders,29/07/2025 11:36,29/07/2025 14:55,0,0.027,-0.1844152
25657330,1.46812E+18,NCCOXAG2USD-USDT,USDT,4,30,3772.7,"3,747.90",long,3747.9,3807.5,Take profit/ Stop loss,Autonomous Orders,30/07/2025 21:01,31/07/2025 02:16,0.01730313,0.054,-0.78882235
25657330,1.46812E+18,NCCOXAG2USD-USDT,USDT,2,30,3772.7,"3,747.90",long,3747.9,3883.6,Take profit/ Stop loss,Autonomous Orders,30/07/2025 21:01,31/07/2025 02:16,0.00865156,0.027,-0.39441117
25657330,1.46812E+18,NCFXGBP2USD-USDT,USDT,4,30,1.33014,1.33,long,1.32605,1.334,Take profit/ Stop loss,Autonomous Orders,30/07/2025 21:11,31/07/2025 02:49,-0.012,0.054,-0.36898205
25657330,1.46811E+18,NCFXEUR2USD-USDT,USDT,2,30,1.14733,1.14,long,1.14373,1.15871,Take profit/ Stop loss,Autonomous Orders,30/07/2025 20:57,31/07/2025 02:50,0.01051955,0.027,-0.18826201
25657330,1.46811E+18,NCFXEUR2USD-USDT,USDT,4,30,1.14733,1.14,long,1.14373,1.15064,Take profit/ Stop loss,Autonomous Orders,30/07/2025 20:57,31/07/2025 02:50,0.0210391,0.054,-0.37652403
25657330,1.46778E+18,NCFXUSD2CAD-USDT,USDT,4,30,1.37834,1.38,short,1.38264,1.37434,Take profit/ Stop loss,Autonomous Orders,29/07/2025 22:59,31/07/2025 02:50,0.024,0.054,-0.37262411
25657330,1.46778E+18,NCFXUSD2CAD-USDT,USDT,2,30,1.37834,1.38,short,1.38276,1.36467,Take profit/ Stop loss,Autonomous Orders,29/07/2025 22:59,31/07/2025 02:51,0.012,0.027,-0.19151139
25657330,1.4682E+18,XAU-USDT,USDT,2,30,3285.26,"3,274.73",long,3274.73,3334,Take profit/ Stop loss,Autonomous Orders,31/07/2025 02:50,31/07/2025 03:15,0,0.027,-0.1923132
25657330,1.4682E+18,XAU-USDT,USDT,4,30,3285.26,"3,274.88",long,3274.88,3294.51,Take profit/ Stop loss,Autonomous Orders,31/07/2025 02:50,31/07/2025 03:15,0,0.054,-0.3791472
25657330,1.46821E+18,NCCOXAG2USD-USDT,USDT,2,30,3705.8,"3,685.10",long,3685.1,3814.8,Take profit/ Stop loss,Autonomous Orders,31/07/2025 03:00,31/07/2025 03:31,0,0.027,-0.3351498
25657330,1.46821E+18,NCCOXAG2USD-USDT,USDT,4,30,3705.8,"3,685.10",long,3685.1,3740.6,Take profit/ Stop loss,Autonomous Orders,31/07/2025 03:00,31/07/2025 03:31,0,0.054,-0.6702996
25657330,1.4682E+18,NCFXNZD2USD-USDT,USDT,4,25,0.58972,0.59,long,0.58774,0.59127,Take profit/ Stop loss,Autonomous Orders,31/07/2025 02:53,31/07/2025 10:11,0.01,0.045,0.26287247
